,DY,EBITG,EV2EBITDA,M2B,MOMENTUM,PB,PE,PF,PS,RETURN,days,surprise
171285,3.5872,-10.779,12.742,1.941,-0.076943,1.7741,16.903,14.124,1.706,-0.026309,4,-1
171286,3.608,-10.779,12.672,1.9298,-0.08137,1.7639,16.805,14.043,1.6961,-0.025181,5,-1
171287,3.6362,-10.779,12.578,1.9148,-0.0734,1.7502,16.675,13.934,1.683,-0.030818,6,-1
171348,0.8204,23.093,10.482,4.2504,-0.3612,4.0909,20.451,28.054,1.9706,0.00098632,1,-0.2
171349,0.8123,23.093,10.578,4.2928,-0.39129,4.1317,20.654,28.333,1.9903,0.033272,2,-0.2
171350,0.8191,23.093,10.497,4.2574,-0.39061,4.0976,20.484,28.1,1.9739,0.043563,3,-0.2
171351,0.8191,23.093,10.566,4.2877,-0.39579,4.0976,20.484,28.1,1.9739,0.034964,4,-0.2
171352,0.8278,23.093,10.464,4.2427,-0.40226,4.0546,20.269,27.805,1.9532,0.034964,5,-0.2
171353,0.8443,23.093,10.276,4.1598,-0.37358,3.9754,19.873,27.261,1.915,0.024108,6,-0.2
171372,0,32.794,60.276,16.093,-0.41458,16.093,126.05,253.64,5.2541,0.017509,1,0.8
171373,0,32.794,59.815,15.974,-0.39233,15.974,125.12,251.76,5.2153,-0.029455,2,0.8
171374,0,32.794,59.451,15.88,-0.41515,15.88,124.38,250.28,5.1845,-0.036626,3,0.8
171375,0,32.794,58.943,15.748,-0.43275,15.748,123.35,248.21,5.1416,-0.042299,4,0.8
171376,0,32.794,59.347,15.853,-0.41511,15.853,124.17,249.86,5.1758,-0.050226,5,0.8
171377,0,32.794,59.292,15.839,-0.41999,15.839,124.06,249.63,5.1711,-0.043922,6,0.8
171408,2.5815,42.319,12.295,5.0104,-0.26317,4.6626,20.364,15.507,3.9469,0.0071691,1,5.4
171409,2.631,42.319,12.071,4.916,-0.25926,4.5748,19.981,15.215,3.8726,0.0061434,2,5.4
171410,2.6494,42.319,11.99,4.8818,-0.21457,4.543,19.842,15.11,3.8457,-0.012802,3,5.4
171411,2.7083,42.319,11.739,4.7757,-0.20908,4.4442,19.411,14.781,3.7621,-0.019665,4,5.4
171412,2.678,42.319,11.867,4.8298,-0.18486,4.4945,19.631,14.949,3.8047,-0.040967,5,5.4
171413,2.694,42.319,11.727,4.7706,-0.19686,4.4678,19.514,14.86,3.782,-0.030111,6,5.4
171474,4.6645,7.3324,6.2302,14.162,-0.056247,12.643,14.246,7.4534,1.1964,0.0055234,1,1.4
171475,4.6517,7.3324,6.2416,14.2,-0.053257,12.678,14.285,7.4739,1.1996,0.0041426,2,1.4
171476,4.6309,7.3324,6.2604,14.264,-0.055479,12.735,14.349,7.5076,1.205,0.0069043,3,1.4
171477,4.6039,7.3324,6.285,14.348,-0.053554,12.81,14.433,7.5515,1.2121,0.01144,4,1.4
171478,4.5694,7.3324,6.3171,14.457,-0.053308,12.907,14.542,7.6086,1.2213,0.017357,5,1.4
171479,4.5879,7.3324,6.2999,14.399,-0.051757,12.854,14.484,7.5778,1.2163,0.02505,6,1.4
171522,1.6014,6.6143,8.3455,2.7349,-0.1913,2.6121,18.966,21.235,2.0391,0.015052,1,3.9
171523,1.5892,6.6143,8.3653,2.7434,-0.18872,2.6322,19.112,21.398,2.0548,0.016538,2,3.9
171524,1.6109,6.6143,8.2813,2.7073,-0.1981,2.5968,18.856,21.111,2.0272,0.024342,3,3.9
171525,1.6008,6.6143,8.3195,2.7237,-0.20148,2.6131,18.973,21.243,2.0399,0.010591,4,3.9
171526,1.5933,6.6143,8.3491,2.7364,-0.21434,2.6255,19.064,21.344,2.0496,0.016908,5,3.9
171527,1.5812,6.6143,8.3955,2.7564,-0.22396,2.6455,19.209,21.507,2.0652,0.021742,6,3.9
171534,5.1247,13.899,12.182,18.828,-0.16388,16.908,15.066,16.897,4.2002,-0.0019032,1,-0.9
171535,5.0857,13.899,12.263,18.973,-0.17995,17.038,15.181,17.027,4.2324,-0.0069024,2,-0.9
171536,5.1223,13.899,12.187,18.837,-0.19569,16.916,15.073,16.905,4.2022,0.00071569,3,-0.9
171537,5.1333,13.899,12.165,18.797,-0.18216,16.88,15.041,16.869,4.1931,-0.0064253,4,-0.9
171538,5.1469,13.899,12.137,18.747,-0.18063,16.835,15.001,16.824,4.1821,-0.0085671,5,-0.9
171539,5.1995,13.899,12.03,18.557,-0.18372,16.665,14.849,16.654,4.1398,-0.011186,6,-0.9
171582,3.1296,33.417,16.356,5.2645,-0.037426,4.8116,18.468,19.359,3.5783,-0.028539,1,1.1
171583,3.1173,33.417,16.414,5.2852,-0.025609,4.8304,18.541,19.435,3.5923,-0.037501,2,1.1
171584,3.1151,33.417,16.425,5.289,-0.031783,4.834,18.555,19.45,3.5949,-0.033726,3,1.1
171585,3.1396,33.417,16.309,5.2477,-0.032966,4.7963,18.41,19.298,3.5669,-0.033018,4,1.1
171586,3.1652,33.417,16.189,5.2052,-0.030132,4.7574,18.26,19.141,3.538,-0.040567,5,1.1
171587,3.2236,33.417,15.894,5.1002,-0.030862,4.6713,17.93,18.795,3.4739,-0.04835,6,1.1
171594,3.6684,13.068,10.223,5.8339,-0.019132,5.302,15.718,18.969,3.0624,-0.013121,1,-2.6
171595,3.6684,13.068,10.223,5.8339,-0.017998,5.302,15.718,18.969,3.0624,-0.022545,2,-2.6
171596,3.6542,13.068,10.259,5.8565,-0.019018,5.3226,15.779,19.043,3.0742,-0.022545,3,-2.6
171597,3.6519,13.068,10.264,5.8602,-0.014411,5.3259,15.788,19.055,3.0762,-0.018757,4,-2.6
171598,3.6504,13.068,10.268,5.8626,-0.0095748,5.3282,15.795,19.062,3.0775,-0.018141,5,-2.6
171599,3.6454,13.068,10.281,5.8706,-0.011613,5.3354,15.816,19.088,3.0816,-0.017726,6,-2.6
171654,2.6838,-7.0548,9.3288,4.1282,-0.30643,3.8296,15.688,12.936,3.9877,-0.00011271,1,-4
171655,2.7122,-7.0548,9.2111,4.0849,-0.31116,3.7895,15.524,12.801,3.9459,0.00077938,2,-4
171656,2.7061,-7.0548,9.2361,4.0941,-0.30081,3.798,15.559,12.83,3.9548,-0.0097026,3,-4
171657,2.7387,-7.0548,9.1033,4.0454,-0.31482,3.7528,15.373,12.677,3.9077,-0.0074724,4,-4
171658,2.744,-7.0548,9.082,4.0376,-0.30148,3.7455,15.344,12.652,3.9002,-0.019293,5,-4
171659,2.7633,-7.0548,9.0053,4.0094,-0.3019,3.7193,15.237,12.564,3.8729,-0.021189,6,-4
171666,0,-103.17,12.486,1.6073,-0.16398,1.5425,21.202,11.192,2.1596,0.015135,1,6.7
171667,0,-103.17,13.062,1.6632,-0.048594,1.5961,21.939,11.581,2.2347,-0.082617,2,6.7
171668,0,-103.17,13.091,1.666,-0.06678,1.5989,21.977,11.601,2.2386,-0.050716,3,6.7
171669,0,-103.17,13.438,1.6997,-0.050754,1.6312,22.421,11.836,2.2838,-0.049079,4,6.7
171670,0,-103.17,13.431,1.699,-0.092749,1.6305,22.412,11.831,2.2829,-0.029855,5,6.7
171671,0,-103.17,13.438,1.6997,-0.093211,1.6312,22.421,11.836,2.2838,-0.030265,6,6.7
171696,1.9271,-24.358,7.5854,4.812,-0.37225,4.5668,14.772,11.748,3.2039,0.0083134,1,3.9
171697,1.9303,-24.358,7.5692,4.8041,-0.39871,4.5593,14.747,11.729,3.1987,0.034608,2,3.9
171698,1.9176,-24.358,7.6341,4.8358,-0.36678,4.5894,14.845,11.806,3.2198,0.032904,3,3.9
171699,1.8915,-24.358,7.7707,4.9026,-0.37381,4.6528,15.05,11.969,3.2643,0.039728,4,3.9
171700,1.9038,-24.358,7.7059,4.8709,-0.37883,4.6227,14.953,11.892,3.2432,0.054088,5,3.9
171701,1.9083,-24.358,7.6826,4.8595,-0.36515,4.6119,14.918,11.864,3.2356,0.047275,6,3.9
171708,0.5764,20.227,8.3346,1.4359,-0.47778,1.3703,26.131,186.28,1.2914,0.0097636,1,3.9
171709,0.5818,20.227,8.2797,1.4227,-0.48266,1.3577,25.89,184.56,1.2795,0.021968,2,3.9
171710,0.5727,20.227,8.3732,1.4452,-0.48468,1.3792,26.3,187.49,1.2998,0.012554,3,3.9
171711,0.58,20.227,8.298,1.4271,-0.49205,1.3619,25.97,185.14,1.2835,0.028591,4,3.9
171712,0.5796,20.227,8.3021,1.4281,-0.49172,1.3629,25.988,185.26,1.2844,0.015691,5,3.9
171713,0.5888,20.227,8.2086,1.4055,-0.49445,1.3413,25.578,182.34,1.2641,0.01639,6,3.9
171750,2.8151,-10.319,11.766,2.8491,-0.3777,2.5726,17.153,22.216,1.0117,0.030402,1,3.5
171751,2.8219,-10.319,11.744,2.8423,-0.38036,2.5664,17.112,22.163,1.0093,0.029444,2,3.5
171752,2.8225,-10.319,11.743,2.8417,-0.36766,2.566,17.108,22.159,1.0091,0.02696,3,3.5
171753,2.8357,-10.319,11.626,2.8051,-0.37279,2.554,17.029,22.055,1.0044,0.026769,4,3.5
171754,2.8881,-10.319,11.464,2.7542,-0.3644,2.5077,16.72,21.655,0.9861,0.021987,5,3.5
171755,2.9678,-10.319,11.228,2.6802,-0.35155,2.4403,16.271,21.073,0.9596,0.0034419,6,3.5
171768,2.7736,60.266,12.795,5.9108,-0.07744,5.4814,19.05,19.908,1.9525,0.018505,1,7.6
171769,2.7846,60.266,12.752,5.8876,-0.094299,5.4599,18.976,19.83,1.9449,0.030729,2,7.6
171770,2.8023,60.266,12.682,5.8503,-0.091693,5.4254,18.855,19.704,1.9326,0.026691,3,7.6
171771,2.8281,60.266,12.582,5.7969,-0.088473,5.3759,18.683,19.524,1.9149,0.020191,4,7.6
171772,2.8672,60.266,12.434,5.7178,-0.080734,5.3025,18.428,19.258,1.8888,0.01089,5,7.6
171773,2.8936,60.266,12.337,5.6657,-0.069531,5.2542,18.26,19.083,1.8716,-0.0029104,6,7.6
171816,0.6526,154.68,6.1889,2.6299,-0.48215,2.5404,10.665,12.008,0.7951,0.039015,1,0.7
171817,0.6528,154.68,6.1876,2.6293,-0.45834,2.5397,10.662,12.005,0.7949,0.010353,2,0.7
171818,0.6506,154.68,6.2053,2.6382,-0.44049,2.5484,10.699,12.046,0.7976,0.010086,3,0.7
171819,0.6594,154.68,6.1359,2.603,-0.43149,2.5144,10.556,11.885,0.787,0.013537,4,0.7
171820,0.6566,154.68,6.1576,2.6141,-0.43905,2.525,10.601,11.935,0.7903,0,5,0.7
171821,0.6633,154.68,6.1059,2.5878,-0.44483,2.4997,10.494,11.816,0.7824,0.0042476,6,0.7
171858,2.1047,4.2714,11.48,3.2913,-0.25158,3.0214,16.119,13.672,4.4933,0.00085878,1,18.6
171859,2.1067,4.2714,11.465,3.2882,-0.20995,3.0186,16.104,13.659,4.4891,-0.065718,2,18.6
171860,2.1142,4.2714,11.41,3.2765,-0.18306,3.0079,16.047,13.611,4.4732,-0.066601,3,18.6
171861,2.1288,4.2714,11.305,3.254,-0.16476,2.9872,15.937,13.518,4.4425,-0.069913,4,18.6
171862,2.1083,4.2714,11.453,3.2856,-0.16381,3.0162,16.091,13.649,4.4856,-0.076291,5,18.6
171863,2.1747,4.2714,10.983,3.1853,-0.16836,2.9242,15.6,13.232,4.3487,-0.067337,6,18.6
171870,5.8706,-10.545,5.2783,1.9998,-0.052971,1.7563,11.913,14.86,1.2557,-0.0016699,1,-1.1
171871,5.8639,-10.545,5.2833,2.0024,-0.053791,1.7583,11.926,14.877,1.2571,-0.012244,2,-1.1
171872,5.8458,-10.545,5.295,2.0086,-0.053256,1.7637,11.963,14.923,1.261,-0.011128,3,-1.1
171873,5.6957,-10.545,5.395,2.0616,-0.05245,1.8102,12.278,15.316,1.2942,-0.0080675,4,-1.1
171874,5.7317,-10.545,5.3705,2.0486,-0.069531,1.7988,12.201,15.22,1.2861,0.018087,5,-1.1
171875,5.8557,-10.545,5.2886,2.0052,-0.075649,1.7607,11.943,14.898,1.2589,0.011686,6,-1.1
171966,0,45.03,13.263,8.6411,-0.34558,8.2304,17.73,19.364,7.6343,0.011307,1,31.5
171967,0,45.03,13.161,8.5743,-0.33863,8.1668,17.593,19.214,7.5753,0.013546,2,31.5
171968,0,45.03,13.398,8.7289,-0.32257,8.314,17.91,19.561,7.7119,0.0057088,3,31.5
171969,0,45.03,13.621,8.8749,-0.31588,8.4531,18.21,19.888,7.8409,0.023844,4,31.5
171970,0,45.03,13.738,8.9513,-0.33305,8.5259,18.366,20.059,7.9084,0.040972,5,31.5
171971,0,45.03,13.411,8.7375,-0.34183,8.3222,17.928,19.58,7.7195,0.049928,6,31.5
171978,0,29.302,33.559,10.626,-0.63347,10.524,79.766,58.538,18.74,0.029161,1,30.4
171979,0,29.302,33.66,10.656,-0.64644,10.553,79.989,58.702,18.792,0.082431,2,30.4
171980,0,29.302,33.531,10.618,-0.54304,10.516,79.702,58.491,18.725,0.085463,3,30.4
171981,0,29.302,32.948,10.446,-0.54605,10.346,78.415,57.546,18.422,0.081565,4,30.4
171982,0,29.302,33.414,10.584,-0.51933,10.482,79.444,58.301,18.664,0.064097,5,30.4
171983,0,29.302,32.438,10.296,-0.49614,10.197,77.287,56.719,18.157,0.078057,6,30.4
172032,4.0831,0.0718,6.4071,0.4347,0.18962,0.425,4.9791,20.739,0.5082,0.021786,1,132.3
172033,3.8141,0.0718,6.5529,0.4654,0.18446,0.455,5.3303,22.201,0.544,-0.0079192,2,132.3
172034,3.6991,0.0718,6.6216,0.4798,0.11126,0.4691,5.4959,22.891,0.5609,0.062051,3,132.3
172035,3.4829,0.0718,6.7633,0.5096,0.15576,0.4983,5.8371,24.312,0.5957,0.095051,4,132.3
172036,3.5617,0.0718,6.7096,0.4983,0.10532,0.4872,5.7079,23.774,0.5825,0.16304,5,132.3
172037,3.5168,0.0718,6.7399,0.5047,0.10945,0.4934,5.7808,24.078,0.59,0.13729,6,132.3
172122,3.3117,6.2051,12.867,3.9702,-0.21269,3.6771,18.785,16.485,3.0045,0.0018685,1,4.3
172123,3.332,6.2051,12.764,3.9384,-0.2048,3.6546,18.671,16.384,2.9861,-0.0073146,2,4.3
172124,3.365,6.2051,12.639,3.8998,-0.1882,3.6188,18.488,16.224,2.9569,-0.013385,3,4.3
172125,3.373,6.2051,12.609,3.8905,-0.17711,3.6102,18.444,16.185,2.9498,-0.023036,4,4.3
172126,3.4592,6.2051,12.296,3.7936,-0.17883,3.5203,17.984,15.782,2.8764,-0.02537,5,4.3
172127,3.4809,6.2051,12.22,3.77,-0.16117,3.4984,17.872,15.684,2.8585,-0.049651,6,4.3
172140,2.9355,148.17,4.886,2.6021,-0.0526,2.2205,8.3585,11.183,0.4122,0.0033745,1,12
172141,2.9322,148.17,4.8927,2.6051,-0.063413,2.223,8.3679,11.195,0.4127,-0.0089988,2,12
172142,2.9439,148.17,4.8693,2.5947,-0.061165,2.2142,8.3347,11.151,0.411,-0.0078739,3,12
172143,2.9413,148.17,4.8323,2.5785,-0.054101,2.2161,8.3419,11.161,0.4114,-0.011811,4,12
172144,3.0174,148.17,4.5752,2.4653,-0.054911,2.1602,8.1317,10.879,0.401,-0.010964,5,12
172145,3.0551,148.17,4.5061,2.4349,-0.036188,2.1336,8.0314,10.745,0.3961,-0.035885,6,12
172146,1.3982,-45.443,11.478,1.5182,-0.054025,1.4513,13.442,11.986,1.2062,-0.030237,1,-1.6
172147,1.4117,-45.443,11.377,1.5036,-0.12834,1.4373,13.313,11.871,1.1946,-0.055945,2,-1.6
172148,1.424,-45.443,11.287,1.4906,-0.12998,1.4249,13.198,11.769,1.1843,-0.065021,3,-1.6
172149,1.4436,-45.443,11.147,1.4704,-0.1208,1.4056,13.019,11.609,1.1682,-0.073083,4,-1.6
172150,1.4837,-45.443,10.872,1.4307,-0.12011,1.3676,12.667,11.295,1.1367,-0.085686,5,-1.6
172151,1.4846,-45.443,10.866,1.4298,-0.07053,1.3668,12.66,11.289,1.136,-0.11038,6,-1.6
172164,0,-135.03,19.886,2.6498,-0.27526,2.652,27.721,23.416,2.4121,0.018433,1,8.8
172165,0,-135.03,19.713,2.6215,-0.17391,2.6237,27.424,23.166,2.3864,0.0069124,2,8.8
172166,0,-135.03,19.614,2.6053,-0.15497,2.6075,27.255,23.023,2.3717,-0.0038402,3,8.8
172167,0,-135.03,19.923,2.6559,-0.14895,2.6581,27.784,23.47,2.4177,-0.0099846,4,8.8
172168,0,-135.03,19.477,2.5831,-0.1758,2.5852,27.023,22.827,2.3514,0.0092166,5,8.8
172169,0,-135.03,19.242,2.5447,-0.14554,2.5468,26.621,22.487,2.3165,-0.018433,6,8.8
172254,3.0777,-55.727,22.815,5.3425,-0.12389,5.002,25.933,21.378,4.7324,0.0028385,1,7.9
172255,3.0523,-55.727,23.013,5.3868,-0.13564,5.0435,26.148,21.556,4.7717,0.0014182,2,7.9
172256,2.9799,-55.727,23.595,5.5177,-0.13709,5.1661,26.784,22.08,4.8876,0.009731,3,7.9
172257,2.9735,-55.727,23.648,5.5296,-0.16632,5.1772,26.842,22.127,4.8981,0.034264,4,7.9
172258,3.0029,-55.727,23.407,5.4755,-0.1763,5.1266,26.579,21.911,4.8502,0.036495,5,7.9
172259,3.0517,-55.727,23.017,5.3879,-0.16988,5.0445,26.154,21.56,4.7726,0.026357,6,7.9
172272,0,-248.51,8.0482,5.2213,-0.2215,5.2213,13.921,43.29,0.4421,-0.023478,1,8.7
172273,0,-248.51,8.0194,5.1957,-0.26678,5.1956,13.853,43.077,0.4399,0.016957,2,8.7
172274,0,-248.51,7.9305,5.1164,-0.22127,5.1164,13.641,42.42,0.4332,0.011957,3,8.7
172275,0,-248.51,8.072,5.2425,-0.23975,5.2425,13.978,43.466,0.4439,-0.0034783,4,8.7
172276,0,-248.51,7.9994,5.1778,-0.25548,5.1777,13.805,42.929,0.4384,0.021087,5,8.7
172277,0,-248.51,8.042,5.2158,-0.24876,5.2157,13.906,43.244,0.4416,0.0084783,6,8.7
172290,1.9228,-424.24,4.0034,1.4472,0.021505,1.284,8.0266,8.3231,0.2985,-0.044639,1,-1
172291,1.9321,-424.24,3.9756,1.4402,0.039343,1.2778,7.9877,8.2827,0.297,-0.06255,2,-1
172292,1.9574,-424.24,3.9023,1.4217,0.032853,1.2613,7.8847,8.1759,0.2932,-0.067092,3,-1
172293,1.9654,-424.24,3.8794,1.4159,0.038071,1.2562,7.8527,8.1427,0.292,-0.079121,4,-1
172294,1.9938,-424.24,3.7995,1.3957,0.045747,1.2382,7.7405,8.0264,0.2878,-0.082864,5,-1
172295,2.0165,-424.24,3.7375,1.38,0.042585,1.2243,7.6535,7.9362,0.2846,-0.095962,6,-1
172296,0,243.9,6.4615,1.4628,-0.40055,1.4385,16.944,15.304,0.5849,-0.019495,1,1.6
172297,0,243.9,6.369,1.432,-0.40754,1.4082,16.587,14.982,0.5726,0.011525,2,1.6
172298,0,243.9,6.3266,1.4179,-0.39481,1.3944,16.424,14.834,0.5669,-0.0097518,3,1.6
172299,0,243.9,6.3343,1.4205,-0.39873,1.3969,16.453,14.861,0.568,-0.019504,4,1.6
172300,0,243.9,6.1956,1.3743,-0.41336,1.3515,15.919,14.378,0.5495,-0.01773,5,1.6
172301,0,243.9,6.1611,1.3629,-0.38993,1.3629,16.052,14.499,0.5541,-0.049645,6,1.6
172320,2.617,5.5079,7.7492,3.1382,-0.22577,2.8758,15.092,10.169,1.0939,-0.030818,1,11
172321,2.6346,5.5079,7.7001,3.1173,-0.23645,2.8566,14.991,10.101,1.0866,-0.032571,2,11
172322,2.621,5.5079,7.738,3.1334,-0.23206,2.8714,15.069,10.153,1.0923,-0.03903,3,11
172323,2.6542,5.5079,7.6461,3.0942,-0.22709,2.8355,14.88,10.026,1.0786,-0.034047,4,11
172324,2.7235,5.5079,7.4616,3.0155,-0.21569,2.7633,14.501,9.771,1.0512,-0.046134,5,11
172325,2.7297,5.5079,7.4863,3.026,-0.19793,2.757,14.468,9.7487,1.0488,-0.0704,6,11
172326,0,109.76,30.911,14.388,-0.2111,14.359,42.983,34.409,10.088,-0.032877,1,0.9
172327,0,109.76,31.079,14.467,-0.19315,14.438,43.22,34.599,10.144,-0.021993,2,0.9
172328,0,109.76,31.06,14.458,-0.1788,14.453,43.264,34.634,10.155,-0.016607,3,0.9
172329,0,109.76,31.274,14.559,-0.18694,14.553,43.565,34.875,10.225,-0.015597,4,0.9
172330,0,109.76,30.857,14.363,-0.17721,14.357,42.978,34.405,10.087,-0.0087522,5,0.9
172331,0,109.76,30.682,14.28,-0.15743,14.275,42.732,34.208,10.03,-0.022105,6,0.9
172344,1.7805,18.447,10.234,4.2552,-0.23205,4.0037,18.648,29.176,3.81,-0.0072186,1,-0.1
172345,1.7985,18.447,10.141,4.2126,-0.22794,3.9635,18.461,28.883,3.7718,-0.0082915,2,-0.1
172346,1.8173,18.447,10.046,4.169,-0.22343,3.9226,18.27,28.585,3.7328,-0.018242,3,-0.1
172347,1.8197,18.447,10.034,4.1636,-0.22605,3.9174,18.246,28.547,3.728,-0.028387,4,-0.1
172348,1.8411,18.447,9.9279,4.115,-0.21765,3.8718,18.033,28.215,3.6845,-0.029655,5,-0.1
172349,1.8487,18.447,9.8914,4.0983,-0.20906,3.856,17.96,28.1,3.6695,-0.040971,6,-0.1
172392,0.6286,260.47,7.1431,2.6915,-0.52456,2.6103,18.311,12.732,1.1001,-0.0065823,1,15.1
172393,0.6292,260.47,7.1353,2.6888,-0.53197,2.6076,18.292,12.72,1.0989,0.012814,2,15.1
172394,0.6402,260.47,7.0052,2.6427,-0.53217,2.563,17.979,12.502,1.0801,0.011778,3,15.1
172395,0.6373,260.47,6.9663,2.629,-0.52712,2.5746,18.06,12.558,1.085,-0.0055424,4,15.1
172396,0.6499,260.47,6.822,2.5779,-0.52513,2.5246,17.709,12.315,1.0639,-0.0010399,5,15.1
172397,0.6465,260.47,6.8607,2.5916,-0.51538,2.538,17.803,12.38,1.0696,-0.020437,6,15.1
172542,0.727,-1.3672,15.252,4.9048,-0.16789,4.8128,23.934,19.025,10.689,0.0069609,1,3.5
172543,0.7289,-1.3672,15.21,4.8922,-0.10069,4.8005,23.873,18.976,10.662,-0.029069,2,3.5
172544,0.7313,-1.3672,15.157,4.8758,-0.10491,4.7844,23.793,18.912,10.626,-0.031556,3,3.5
172545,0.7294,-1.3672,15.198,4.8886,-0.10761,4.7969,23.855,18.962,10.654,-0.034812,4,3.5
172546,0.74,-1.3672,14.97,4.8189,-0.1124,4.7286,23.515,18.692,10.502,-0.03228,5,3.5
172547,0.7372,-1.3672,15.03,4.8372,-0.16744,4.7465,23.604,18.763,10.542,-0.046067,6,3.5
172644,3.5423,-15.752,6.1132,1.8908,-0.26363,1.7319,12.425,104.62,1.7128,-0.0038258,1,0.2
172645,3.5624,-15.752,6.0831,1.8801,-0.25721,1.7222,12.355,104.03,1.7032,-0.01229,2,0.2
172646,3.5657,-15.752,6.0781,1.8783,-0.25913,1.7206,12.343,103.93,1.7016,-0.017855,3,0.2
172647,3.6578,-15.752,5.9446,1.8311,-0.26242,1.6773,12.033,101.32,1.6588,-0.018782,4,0.2
172648,3.7394,-15.752,5.8318,1.7911,-0.24302,1.6407,11.77,99.106,1.6226,-0.043479,5,0.2
172649,3.681,-15.752,5.912,1.8195,-0.21146,1.6667,11.957,100.68,1.6483,-0.064348,6,0.2
172668,2.9988,18.064,7.9818,1.2446,-0.27018,0.7511,8.4182,4.4619,0.4756,0.024145,1,3.4
172669,3.0265,18.064,7.9321,1.2332,-0.27561,0.7442,8.3411,4.421,0.4712,0.020244,2,3.4
172670,2.9448,18.064,8.0814,1.2674,-0.27195,0.7649,8.5725,4.5436,0.4843,0.010899,3,3.4
172671,2.9626,18.064,8.0482,1.2598,-0.29233,0.7603,8.5211,4.5164,0.4814,0.038932,4,3.4
172672,3.0126,18.064,7.8913,1.2238,-0.28363,0.7477,8.3797,4.4415,0.4734,0.032711,5,3.4
172673,2.9919,18.064,7.9282,1.2323,-0.25577,0.7528,8.4375,4.4721,0.4767,0.015578,6,3.4
172680,3.2909,12.139,13.631,16.398,-0.19537,15.016,16.483,16.296,4.0821,-0.016642,1,8
172681,3.31,12.139,13.557,16.304,-0.19386,14.93,16.388,16.202,4.0585,-0.0062861,2,8
172682,3.2903,12.139,13.634,16.402,-0.18429,15.019,16.486,16.299,4.0828,-0.012019,3,8
172683,3.3789,12.139,13.294,15.971,-0.19563,14.625,16.053,15.872,3.9757,-0.0061004,4,8
172684,3.3699,12.139,13.328,16.014,-0.15955,14.664,16.096,15.914,3.9864,-0.032173,5,8
172685,3.3187,12.139,13.523,16.262,-0.16602,14.89,16.345,16.16,4.0479,-0.029585,6,8
172854,3.2856,-35.633,13.543,3.5099,-0.20182,3.1938,24.481,15.086,3.5889,0.010523,1,4.9
172855,3.3632,-35.633,13.247,3.4289,-0.19978,3.1201,23.916,14.738,3.5061,0.001898,2,4.9
172856,3.3597,-35.633,13.261,3.4325,-0.17884,3.1234,23.941,14.754,3.5098,-0.021217,3,4.9
172857,3.3444,-35.633,13.318,3.4483,-0.17272,3.1377,24.051,14.822,3.5258,-0.020182,4,4.9
172858,3.4058,-35.633,13.091,3.386,-0.17717,3.0811,23.617,14.554,3.4622,-0.015698,5,4.9
172859,3.4119,-35.633,13.069,3.38,-0.16221,3.0756,23.575,14.528,3.456,-0.033464,6,4.9
172860,5.0227,41.695,11.757,6.2028,-0.17136,5.6184,9.2653,18.226,3.3672,0.010411,1,2.1
172861,5.1396,41.695,11.524,6.0617,-0.1746,5.4906,9.0546,17.811,3.2906,0.0084706,2,2.1
172862,5.1488,41.695,11.506,6.0509,-0.1576,5.4807,9.0384,17.78,3.2847,-0.014471,3,2.1
172863,5.113,41.695,11.576,6.0932,-0.14192,5.5191,9.1016,17.904,3.3076,-0.016236,4,2.1
172864,5.1405,41.695,11.523,6.0606,-0.1411,5.4896,9.053,17.808,3.29,-0.0093512,5,2.1
172865,5.0814,41.695,11.639,6.1312,-0.13427,5.5535,9.1583,18.016,3.3283,-0.014646,6,2.1
172872,1.979,14.268,8.0711,1.6438,-0.24332,1.5259,13.731,9.9263,1.5946,-0.01523,1,2.3
172873,1.9958,14.268,8.0016,1.6299,-0.24665,1.5131,13.615,9.8425,1.5811,-0.035065,2,2.3
172874,1.9946,14.268,8.0067,1.631,-0.23181,1.514,13.624,9.8485,1.5821,-0.043212,3,2.3
172875,1.9518,14.268,8.2089,1.6714,-0.22101,1.5472,13.923,10.065,1.6168,-0.042621,4,2.3
172876,1.9831,14.268,8.0768,1.645,-0.22586,1.5228,13.703,9.9056,1.5913,-0.021605,5,2.3
172877,1.9722,14.268,8.1222,1.654,-0.21767,1.5312,13.778,9.9603,1.6001,-0.037072,6,2.3
172902,3.7347,13.833,9.5605,2.433,-0.038654,2.2164,14.256,9.9546,3.4292,-0.012295,1,2.3
172903,3.8076,13.833,9.3815,2.3865,-0.027495,2.174,13.984,9.764,3.3635,-0.019331,2,2.3
172904,3.7865,13.833,9.4327,2.3998,-0.015257,2.1861,14.062,9.8185,3.3823,-0.038101,3,2.3
172905,3.801,13.833,9.3975,2.3906,-0.024737,2.1778,14.008,9.7811,3.3694,-0.032739,4,2.3
172906,3.8465,13.833,9.2888,2.3624,-0.012262,2.152,13.842,9.6654,3.3296,-0.036424,5,2.3
172907,3.8642,13.833,9.2473,2.3515,-0.0065659,2.1422,13.779,9.6212,3.3143,-0.047822,6,2.3
172914,0,15.024,18.324,13.207,0.10297,13.228,42.512,19.233,5.2244,0.0059143,1,-9.1
172915,0,15.024,17.979,12.902,0.069359,12.922,41.529,18.788,5.1037,0.023687,2,-9.1
172916,0,15.024,17.677,12.635,0.10652,12.654,40.669,18.399,4.998,0,3,-9.1
172917,0,15.024,17.806,12.749,0.14197,12.769,41.038,18.566,5.0433,-0.020685,4,-9.1
