"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days","surprise"
"2110",36561,0,20.084,26.284,8.6417,0.79825,7.3203,42.671,35.847,5.2904,-0.23956,4,25.2
"2109",36560,0,20.084,28.386,9.3492,0.79054,7.9197,46.164,38.782,5.7235,-0.12267,3,25.2
"2108",36559,0,20.084,25.767,8.4676,0.78873,7.1728,41.811,35.124,5.1838,-0.05839,2,25.2
"2111",36562,0,20.084,23.865,7.8275,0.78163,6.6306,38.65,32.469,4.7919,-0.14575,5,25.2
"2107",36558,0,20.084,24.326,7.9828,0.77486,6.7622,39.417,33.113,4.887,-0.0072418,1,25.2
"2620",41271,0,19.763,23.24,9.3244,0.77075,7.8977,33.953,32.533,5.7254,-0.1481,4,18.5
"2621",41272,0,19.763,23.045,9.2453,0.76804,7.8307,33.665,32.257,5.6769,-0.17346,5,18.5
"2112",36563,0,20.084,21.15,6.9134,0.76513,5.8562,34.136,28.677,4.2323,-0.037794,6,25.2
"2619",41270,0,19.763,22.743,9.1229,0.75734,7.7271,33.219,31.83,5.6017,-0.14734,3,18.5
"2617",41268,0,19.763,22.302,8.9444,0.7571,7.5873,32.618,31.254,5.5004,-0.10094,1,18.5
"2618",41269,0,19.763,22.694,9.103,0.75541,7.7219,33.197,31.808,5.598,-0.12734,2,18.5
"2622",41273,0,19.763,23.944,9.6095,0.75504,8.1392,34.991,33.527,5.9005,-0.16351,6,18.5
"22863",227449,0.1579,-8.099,13.616,1.7235,0.73841,1.7213,39.128,64.891,4.0609,-0.093661,2,9.4
"15945",159901,0,44.062,80.632,17.257,0.73436,17.257,175.5,535.46,5.1379,-0.18254,2,20.1
"22862",227448,0.1382,-8.099,15.323,1.9682,0.73168,1.9656,44.682,74.103,4.6373,-0.083093,1,9.4
"1588",31845,0,25.552,21.903,5.8772,0.72925,4.9771,38.533,31.983,3.481,-0.20047,4,10.8
"6488",78031,0,48.671,10.28,2.7492,0.72868,2.5154,28.549,13.986,0.5498,-0.15462,2,13.8
"6489",78032,0,48.671,10.159,2.7153,0.72741,2.4844,28.197,13.814,0.543,-0.14554,3,13.8
"8030",90613,0,-10.138,29.505,45.847,0.7229,45.758,63.132,36.522,4.4079,-0.15642,2,-1
"8761",95958,0,12.88,33.895,37.977,0.72154,38.358,70.585,45.385,5.1211,0.019867,1,23.1
"1590",31847,0,25.552,22.395,6.0171,0.72144,5.0955,39.45,32.744,3.5638,-0.22344,6,10.8
"3385",47772,0,83.87,16.848,8.0707,0.71784,6.8358,23.085,21.169,4.6879,-0.0049977,1,14.4
"3387",47774,0,83.87,17.52,8.3906,0.71651,7.1067,24,22.008,4.8738,-0.085538,3,14.4
"8764",95961,0,12.88,34.225,38.343,0.71491,38.727,71.264,45.822,5.1704,-0.14642,4,23.1
"1587",31844,0,25.552,22.306,5.9918,0.71484,5.0741,39.285,32.606,3.5489,-0.15278,3,10.8
"8763",95960,0,12.88,34.416,38.555,0.71442,38.942,71.659,46.076,5.1991,-0.1673,3,23.1
"6961",82128,0.4491,-27.121,15.318,3.0782,0.71422,2.7168,30.493,38.87,2.8568,-0.024365,1,18
"15778",158852,1.9441,-78.208,10.925,3.5931,0.71327,3.2301,15.192,10.843,0.2771,0.10308,3,48.8
"15779",158853,1.9265,-78.208,11.029,3.6259,0.71226,3.2597,15.331,10.942,0.2796,0.09619,4,48.8
"13224",133228,0,133.93,44.585,3.2478,0.71215,3.0578,36.271,10.924,1.4164,0.0045822,5,33.7
"1589",31846,0,25.552,22.71,6.1065,0.71173,5.1712,40.036,33.23,3.6168,-0.1775,5,10.8
"1586",31843,0,25.552,21.469,5.7538,0.71085,4.8726,37.724,31.311,3.4079,-0.13488,2,10.8
"13220",133224,0,133.93,43.427,3.1458,0.71017,2.9618,35.132,10.582,1.372,0.025211,1,33.7
"1757",32770,0,-22.914,9.2759,7.9387,0.70971,7.4293,16.469,13.394,0.7476,-0.048322,5,3.6
"8765",95962,0,12.88,33.958,38.047,0.70948,38.429,70.715,45.469,5.1306,-0.14008,5,23.1
"13223",133227,0,133.93,43.613,3.1622,0.70866,2.9772,35.315,10.637,1.3791,-0.018913,4,33.7
"1753",32766,0,-22.914,9.2545,7.9196,0.70779,7.4114,16.429,13.361,0.7458,-0.0017972,1,3.6
"13225",133229,0,133.93,44.688,3.2569,0.7074,3.0664,36.373,10.955,1.4204,-0.022351,6,33.7
"15944",159900,0,44.062,80.71,17.273,0.70692,17.375,176.7,539.12,5.173,-0.015269,1,20.1
"8766",95963,0,12.88,33.996,38.089,0.70676,38.471,70.792,45.519,5.1362,-0.13131,6,23.1
"1756",32769,0,-22.914,9.7542,8.3657,0.70663,7.8289,17.355,14.114,0.7878,-0.062499,4,3.6
"3386",47773,0,83.87,18.253,8.7389,0.70611,7.4017,24.996,22.922,5.076,-0.00254,2,14.4
"1214",28045,0,76.75,8.7552,7.1144,0.70493,6.6644,15.367,16.523,0.5847,-0.075589,2,65.2
"8031",90614,0,-10.138,29.283,45.503,0.70476,45.416,62.659,36.248,4.3748,-0.12567,3,-1
"22864",227450,0.166,-8.099,13.028,1.6392,0.70442,1.6371,37.215,61.718,3.8623,0.042287,3,9.4
"3439",48396,0.3185,815.26,15.609,7.0366,0.70319,5.8789,21.68,43.672,2.896,-0.096408,1,23.1
"3388",47775,0,83.87,16.893,8.0925,0.7012,6.8542,23.147,21.226,4.7006,-0.042278,4,14.4
"8762",95959,0,12.88,35.05,39.257,0.70104,39.651,72.965,46.916,5.2938,-0.12921,2,23.1
"15777",158851,1.959,-78.208,10.839,3.5657,0.70085,3.2055,15.076,10.761,0.275,0.11134,2,48.8
"1585",31842,0,25.552,21.154,5.6645,0.69933,4.7969,37.138,30.825,3.355,-0.082328,1,10.8
"1755",32768,0,-22.914,9.881,8.4789,0.69821,7.9348,17.59,14.305,0.7984,-0.029552,3,3.6
"1754",32767,0,-22.914,9.5865,8.2159,0.69819,7.6888,17.044,13.861,0.7737,0.007588,2,3.6
"1213",28044,0,76.75,9.4837,7.7566,0.69801,7.266,16.755,18.014,0.6375,-0.038053,1,65.2
"1758",32771,0,-22.914,9.3312,7.9881,0.69751,7.4755,16.571,13.477,0.7522,0.005191,6,3.6
"15843",159439,0,166.18,9.9107,2.6744,0.69711,2.6671,31.858,14.015,2.1272,-0.15481,2,50.7
"6158",75475,0.2505,7.4376,5.2712,5.1359,0.69662,4.1241,9.3139,9.0667,1.6576,0.11123,2,28.4
"8034",90617,0,-10.138,30.782,47.827,0.69612,47.827,65.986,38.173,4.6072,-0.19533,6,-1
"15780",158854,1.9318,-78.208,10.997,3.6159,0.69585,3.2506,15.288,10.912,0.2789,0.087926,5,48.8
"6159",75476,0.2596,7.4376,5.1243,4.9563,0.69478,3.9798,8.988,8.7495,1.5996,0.1068,3,28.4
"5783",70900,0,38.196,8.0064,5.9212,0.69335,4.7449,18.881,23.592,1.9071,0.015007,5,61.9
"6157",75474,0.2517,7.4376,5.2504,5.1105,0.69247,4.1037,9.2677,9.0218,1.6493,0.086686,1,28.4
"3440",48397,0.3258,815.26,15.273,6.8775,0.69177,5.7461,21.19,42.685,2.8306,-0.02467,2,23.1
"22865",227451,0.1682,-8.099,12.876,1.6175,0.69086,1.6154,36.721,60.899,3.8111,0.089125,4,9.4
"8033",90616,0,-10.138,31.274,48.59,0.68941,48.59,67.038,38.782,4.6806,-0.18942,5,-1
"22867",227453,0.1635,-8.099,13.199,1.6637,0.68878,1.6615,37.77,62.639,3.92,0.046823,6,9.4
"5782",70899,0,38.196,8.3461,6.2436,0.68722,5.0033,19.909,24.877,2.011,-0.010808,4,61.9
"15845",159441,0,166.18,9.9457,2.6847,0.68705,2.6774,31.981,14.069,2.1354,-0.14707,4,50.7
"13221",133225,0,133.93,43.551,3.1567,0.68692,2.9721,35.254,10.618,1.3767,0.0097424,2,33.7
"15844",159440,0,166.18,10.094,2.7284,0.68546,2.721,32.502,14.298,2.1702,-0.12433,3,50.7
"15781",158855,1.9323,-78.208,10.994,3.615,0.68499,3.2498,15.284,10.909,0.2788,0.090451,6,48.8
"22866",227452,0.1586,-8.099,13.559,1.7153,0.68336,1.7131,38.943,64.584,4.0417,0.1012,5,9.4
"13222",133226,0,133.93,44.461,3.2368,0.68281,3.0475,36.149,10.888,1.4117,0.0063043,3,33.7
"6504",78095,0,-32.145,8.3144,1.4495,0.68136,1.3843,22.012,13.018,3.6323,0.094368,6,21.6
"6501",78092,0,-32.145,8.5238,1.483,0.68121,1.4164,22.522,13.319,3.7164,0.043563,3,21.6
"8029",90612,0,-10.138,30.312,47.099,0.68033,47.008,64.856,37.519,4.5282,-0.025594,1,-1
"15847",159443,0,166.18,9.9457,2.6847,0.67892,2.6774,31.981,14.069,2.1354,-0.14514,6,50.7
"1218",28049,0,76.75,8.8822,7.2264,0.67876,6.7693,15.609,16.783,0.5939,-0.034688,6,65.2
"5781",70898,0,38.196,8.5185,6.4073,0.67695,5.1344,20.431,25.529,2.0637,-0.034592,3,61.9
"15846",159442,0,166.18,10.078,2.7238,0.67681,2.7164,32.447,14.274,2.1665,-0.12869,5,50.7
"5780",70897,0,38.196,8.6774,6.558,0.67558,5.2552,20.911,26.13,2.1123,-0.055322,2,61.9
"6962",82129,0.4621,-27.121,14.898,2.9921,0.67544,2.6408,29.639,37.782,2.7768,0.061424,2,18
"3441",48398,0.3426,815.26,14.564,6.542,0.6747,5.4657,20.156,40.602,2.6924,-0.0015131,3,23.1
"3389",47776,0,83.87,15.035,7.2086,0.67373,6.1056,20.619,18.908,4.1872,-0.0052434,5,14.4
"6502",78093,0,-32.145,8.0352,1.4047,0.67358,1.3416,21.332,12.616,3.5201,0.038118,4,21.6
"6487",78030,0,48.671,10.359,2.771,0.67333,2.5353,28.775,14.097,0.5541,-0.025878,1,13.8
"1217",28048,0,76.75,9.1491,7.4616,0.67233,6.9897,16.117,17.329,0.6133,-0.021487,5,65.2
"6499",78090,0,-32.145,8.3819,1.4603,0.67222,1.4164,22.522,13.319,3.7164,0.019966,1,21.6
"22902",227788,0.4993,101.58,27.945,9.2841,0.67214,9.3278,39.335,37.476,8.0619,-0.30975,5,36.8
"8032",90615,0,-10.138,31.18,48.443,0.67102,48.35,66.707,38.59,4.6575,-0.11724,4,-1
"15842",159438,0,166.18,10.156,2.7468,0.66958,2.7394,32.721,14.395,2.1848,-0.051282,1,50.7
"5860",71457,0,-6.5268,13.248,12.599,0.66925,12.599,29.48,12.72,1.9533,-0.13356,4,14.3
"22903",227789,0.4941,101.58,28.262,9.3816,0.66684,9.4257,39.748,37.869,8.1466,-0.32061,6,36.8
"6500",78091,0,-32.145,8.3304,1.452,0.66603,1.4084,22.395,13.244,3.6954,0.038118,2,21.6
"3442",48399,0.3671,815.26,13.639,6.1045,0.66442,5.1002,18.808,37.887,2.5124,0.047354,4,23.1
"1216",28047,0,76.75,9.0411,7.3664,0.66191,6.9005,15.912,17.108,0.6054,-0.016049,4,65.2
"5993",73612,0,-12.845,8.4978,2.4327,0.66188,2.2268,25.317,13.262,0.4509,0.10886,5,6.4
"6503",78094,0,-32.145,7.9829,1.3963,0.66135,1.3336,21.205,12.54,3.499,0.088922,5,21.6
"3444",48401,0.3805,815.26,13.185,5.8897,0.66035,4.9207,18.146,36.554,2.424,0.10094,6,23.1
"1215",28046,0,76.75,8.9966,7.3272,0.65888,6.8637,15.827,17.017,0.6022,0.013462,3,65.2
"5994",73613,0,-12.845,8.299,2.3654,0.65874,2.1651,24.617,12.895,0.4384,0.12071,6,6.4
"22899",227785,0.5515,101.58,25.089,8.4048,0.6585,8.4444,35.61,33.927,7.2984,-0.25743,2,36.8
"5989",73608,0,-12.845,8.2199,2.3386,0.65721,2.1407,24.338,12.749,0.4335,0,1,6.4
"15776",158850,1.9772,-78.208,10.735,3.5328,0.65669,3.176,14.937,10.661,0.2725,0.10973,1,48.8
"5859",71456,0,-6.5268,13.429,12.764,0.65652,12.764,29.865,12.886,1.9789,-0.15287,3,14.3
"6160",75477,0.2623,7.4376,5.0827,4.9053,0.65418,3.9389,8.8956,8.6596,1.5831,0.13805,4,28.4
"6065",74662,0,2.211,35.153,9.4477,0.65395,9.5163,113.21,41.17,6.514,0.035153,5,1.4
"22901",227787,0.5034,101.58,27.697,9.2077,0.65145,9.251,39.011,37.168,7.9956,-0.23199,4,36.8
"6492",78035,0,48.671,10.437,2.7928,0.65099,2.5553,29.001,14.207,0.5585,-0.1721,6,13.8
"6536",78337,1.6306,-41.774,9.6667,1.0118,0.65092,0.9177,24.783,12.207,0.6349,-0.022928,2,1.2
"6063",74660,0,2.211,33.374,9.0319,0.64909,9.0975,108.23,39.358,6.2274,0.063874,3,1.4
"22900",227786,0.5352,101.58,25.922,8.6611,0.64791,8.7018,36.695,34.961,7.5209,-0.19554,3,36.8
"5992",73611,0,-12.845,8.5947,2.4655,0.64762,2.2568,25.659,13.441,0.457,0.11041,4,6.4
"17331",171979,0,29.302,33.66,10.656,0.64644,10.553,79.989,58.702,18.792,-0.082431,2,30.4
"6537",78338,1.6731,-41.774,9.5213,0.9861,0.64445,0.8943,24.152,11.896,0.6188,0.011835,3,1.2
"6161",75478,0.2715,7.4376,4.946,4.738,0.64092,3.8046,8.5922,8.3642,1.5291,0.14691,5,28.4
"3443",48400,0.363,815.26,13.786,6.174,0.64069,5.1582,19.022,38.318,2.541,0.11106,5,23.1
"3390",47777,0,83.87,15.199,7.2865,0.63876,6.1743,20.851,19.121,4.2343,0.10455,6,14.4
"6582",78629,1.1724,1489.1,6.7949,1.8124,0.63771,1.5428,12.639,5.1629,0.3061,-0.082839,6,2.4
"6951",81914,0,48.54,7.5999,2.0112,0.63733,2.0112,45.231,43.596,4.758,-0.086219,3,5.7
"19352",189960,0,49.704,7.2625,2.397,0.63701,2.3972,16.245,23.929,1.0324,-0.066464,1,0.5
"6535",78336,1.5751,-41.774,9.8685,1.0474,0.63652,0.95,25.655,12.636,0.6572,-0.01405,1,1.2
"5784",70901,0,38.196,8.4073,6.3017,0.63594,5.0498,20.094,25.108,2.0297,0.065879,6,61.9
"15385",154547,0.2359,71.007,6.5226,165.36,0.6352,159.09,9.1713,12.217,0.5788,-0.067233,6,4.6
"6064",74661,0,2.211,34.572,9.312,0.63507,9.3796,111.59,40.579,6.4205,0.064174,4,1.4
"10075",106260,0,12.592,34.412,41.965,0.6349,41.979,66.18,47.278,5.2757,-0.017919,1,12.5
"6538",78339,1.6503,-41.774,9.5992,0.9999,0.63442,0.9067,24.486,12.06,0.6273,0.036979,4,1.2
"13815",138595,0,-18.264,32.045,3.4722,0.6339,3.2723,29.941,9.4892,1.4677,0.033253,2,-52.1
"6963",82130,0.4901,-27.121,14.061,2.8208,0.63387,2.4896,27.943,35.619,2.6178,0.087686,3,18
"22345",222071,0.714,29.388,23.997,7.4212,0.63348,7.401,34.237,29.275,6.1292,-0.061356,6,11.1
"17330",171978,0,29.302,33.559,10.626,0.63347,10.524,79.766,58.538,18.74,-0.029161,1,30.4
"10078",106263,0,12.592,34.304,41.834,0.63236,41.834,65.952,47.115,5.2576,0.03599,4,12.5
"22341",222067,0.7058,29.388,24.305,7.507,0.63216,7.4865,34.633,29.613,6.2001,-0.077422,2,11.1
"13814",138594,0,-18.264,32.998,3.5904,0.63211,3.3837,30.96,9.8123,1.5177,0.014725,1,-52.1
"6540",78341,1.677,-41.774,9.5099,0.9841,0.63185,0.8923,24.097,11.869,0.6173,0.028109,6,1.2
"22343",222069,0.727,29.388,23.521,7.2889,0.63162,7.269,33.626,28.753,6.0199,-0.069902,4,11.1
"22342",222068,0.7101,29.388,24.142,7.4617,0.6315,7.4414,34.424,29.435,6.1627,-0.076397,3,11.1
"6366",76727,2.7504,-40.848,16.71,1.9006,0.63063,1.5156,35.032,79.422,0.5082,0.02934,6,56.5
"5991",73610,0,-12.845,8.5819,2.4612,0.62902,2.2528,25.614,13.417,0.4562,0.11884,3,6.4
"6527",78190,0.5355,93.292,15.475,2.869,0.62788,2.4525,33.89,122.4,2.5577,-0.094457,5,93.4
"10077",106262,0,12.592,34.386,41.934,0.62769,41.934,66.108,47.227,5.27,0.025866,3,12.5
"22344",222070,0.7158,29.388,23.928,7.4021,0.62633,7.3819,34.149,29.2,6.1134,-0.045121,5,11.1
"6062",74659,0,2.211,33.386,9.0348,0.62584,9.1004,108.26,39.371,6.2293,0.048467,2,1.4
"7411",85626,0,32.56,19.29,30.64,0.62575,30.696,41.959,20.107,2.9536,0.0061631,1,14.3
"19353",189961,0,49.704,7.2037,2.3741,0.62518,2.3741,16.088,23.698,1.0225,-0.05175,2,0.5
"6952",81915,0,48.54,7.389,1.947,0.62365,1.947,43.788,42.205,4.6062,-0.11159,4,5.7
"19355",189963,0,49.704,7.5149,2.4955,0.62338,2.4955,16.911,24.91,1.0748,-0.093861,4,0.5
"6950",81913,0,48.54,7.4302,1.9596,0.62229,1.9653,44.199,42.601,4.6494,-0.075758,2,5.7
"6491",78034,0,48.671,10.509,2.8129,0.62146,2.5737,29.21,14.31,0.5625,-0.14016,5,13.8
"5858",71455,0,-6.5268,14.39,13.642,0.62122,12.983,30.378,13.107,2.0128,-0.14702,2,14.3
"6490",78033,0,48.671,10.234,2.7363,0.62121,2.5036,28.415,13.92,0.5472,-0.13143,4,13.8
"19356",189964,0,49.704,7.4615,2.4747,0.62002,2.4747,16.77,24.703,1.0658,-0.094876,5,0.5
"6599",78862,0,-15.335,32.496,8.4443,0.61971,8.5966,117.45,40.513,6.7303,-0.052755,5,18.9
"15946",159902,0,44.062,79.588,17.04,0.61961,17.04,173.3,528.74,5.0733,-0.17451,3,20.1
"5990",73609,0,-12.845,8.5131,2.4379,0.61956,2.2315,25.371,13.29,0.4519,0.15471,2,6.4
"6139",75378,0,76.831,12.327,5.2299,0.61829,4.7552,21.172,14.609,1.6091,0.012304,1,18.7
"1366",29307,0,947.08,20.007,4.1556,0.61779,3.5672,38.44,35.163,2.5229,-0.1566,4,31.5
"6140",75379,0,76.831,11.909,5.0607,0.61775,4.6014,20.488,14.136,1.557,-0.0040731,2,18.7
"6539",78340,1.6579,-41.774,9.5735,0.9953,0.61733,0.9026,24.375,12.006,0.6245,0.023669,5,1.2
"15384",154546,0.2371,71.007,6.4989,164.55,0.61701,158.31,9.1263,12.158,0.5759,-0.058727,5,4.6
"15382",154544,0.2375,71.007,6.4916,164.3,0.61584,158.07,9.1124,12.139,0.5751,-0.066018,3,4.6
"5861",71458,0,-6.5268,13.707,13.018,0.61577,13.018,30.46,13.143,2.0183,-0.11893,5,14.3
"15383",154545,0.239,71.007,6.4605,163.24,0.61532,157.05,9.0535,12.061,0.5714,-0.065613,4,4.6
"1367",29308,0,947.08,19.675,4.0788,0.61499,3.5012,37.73,34.512,2.4763,-0.14071,5,31.5
"19354",189962,0,49.704,7.509,2.4932,0.61495,2.4932,16.895,24.887,1.0738,-0.041603,3,0.5
"10079",106264,0,12.592,33.964,41.424,0.61446,41.424,65.304,46.653,5.206,0.038268,5,12.5
"6361",76722,2.7435,-40.848,16.734,1.9054,0.6137,1.5195,35.121,79.624,0.5095,0.037022,1,56.5
"10080",106265,0,12.592,33.159,40.452,0.61319,40.452,63.772,45.558,5.0838,0.047708,6,12.5
"1928",34957,0,9.6943,12.781,4.218,0.61316,3.2878,17.236,20.411,2.2451,-0.065954,2,8.5
"6172",75519,2.0662,4.6841,13.759,3.1997,0.61303,2.8833,29.287,7.3301,1.5238,0.11354,4,3.7
"16478",165138,0,57.713,7.0995,2.5802,0.61208,2.6024,13.548,9.4352,1.7703,0.014374,1,12.9
"6169",75516,2.0705,4.6841,13.743,3.1931,0.61187,2.8773,29.226,7.3149,1.5206,0.019078,1,3.7
"1368",29309,0,947.08,20.517,4.2735,0.6111,3.6684,39.531,36.16,2.5945,-0.11962,6,31.5
"15381",154543,0.2374,71.007,6.4934,164.36,0.61065,158.13,9.1159,12.144,0.5753,-0.03726,2,4.6
"6577",78624,1.203,1489.1,6.7005,1.7662,0.61032,1.5035,12.317,5.0315,0.2983,-0.010832,1,2.4
"6949",81912,0,48.54,7.3681,1.9407,0.61003,1.9464,43.773,42.191,4.6046,-0.012025,1,5.7
"10076",106261,0,12.592,34.751,42.374,0.61002,42.374,66.802,47.722,5.3254,0.034952,2,12.5
"6061",74658,0,2.211,34.023,9.1835,0.60997,9.2502,110.05,40.019,6.3319,0.018549,1,1.4
"6363",76724,2.8531,-40.848,16.369,1.8322,0.60991,1.4611,33.771,76.564,0.49,0.070555,3,56.5
"19357",189965,0,49.704,7.3934,2.4481,0.60935,2.4481,16.59,24.437,1.0543,-0.085743,6,0.5
"6581",78628,1.1741,1489.1,6.7894,1.8096,0.60882,1.5405,12.62,5.1552,0.3057,-0.070925,5,2.4
"6667",80028,0,106.47,4.863,1.5443,0.60849,1.5531,47.158,6.2679,1.3986,0.038925,1,57.9
"22340",222066,0.7052,29.388,24.331,7.5141,0.60828,7.4937,34.666,29.642,6.206,-0.020338,1,11.1
"13817",138597,0,-18.264,32.06,3.4739,0.60739,3.274,29.956,9.494,1.4684,0.062234,4,-52.1
"5862",71459,0,-6.5268,13.225,12.578,0.60661,12.578,29.43,12.699,1.9501,-0.15609,6,14.3
"1015",26880,0.7247,-49.208,7.5842,4.2111,0.60617,3.6378,10.566,13.524,1.4649,-0.024576,1,-29.1
"6528",78191,0.5203,93.292,15.933,2.953,0.60508,2.5244,34.883,125.99,2.6326,-0.11999,6,93.4
"6598",78861,0,-15.335,33.179,8.5963,0.60508,8.7513,119.57,41.242,6.8515,-0.03898,4,18.9
"6814",80751,0,9.3647,20.888,36.287,0.605,36.354,45.922,19.288,3.1682,-0.2423,4,9.5
"14342",144156,0,-4.9535,24.939,3.6357,0.60462,3.424,23.554,8.5489,1.5074,-0.055865,1,37.3
"6595",78858,0,-15.335,31.12,8.138,0.60441,8.2847,113.19,39.044,6.4862,-0.017585,1,18.9
"1020",26885,0.7431,-49.208,7.4072,4.1068,0.60406,3.5476,10.304,13.189,1.4286,0.022519,6,-29.1
"6364",76725,2.8902,-40.848,16.252,1.8087,0.6035,1.4424,33.338,75.582,0.4837,0.073696,4,56.5
"6362",76723,2.8435,-40.848,16.4,1.8384,0.60336,1.4661,33.886,76.824,0.4916,0.036674,2,56.5
"6526",78189,0.548,93.292,15.119,2.8036,0.60243,2.3966,33.117,119.61,2.4993,-0.1312,4,93.4
"13816",138596,0,-18.264,32.131,3.4828,0.60213,3.2823,30.032,9.5181,1.4722,0.065084,3,-52.1
"6919",81744,2.366,140.38,14.975,2.2327,0.60195,1.7839,26.898,75.67,0.5622,-0.058529,1,43.8
"6141",75380,0,76.831,11.631,4.9481,0.60192,4.499,20.032,13.821,1.5223,0.028418,3,18.7
"15948",159904,0,44.062,83.721,17.898,0.60146,17.898,182.02,555.35,5.3287,-0.23746,5,20.1
"2981",44386,0.3509,-64.647,18.18,6.5532,0.60129,5.689,28.09,87.225,2.708,-0.14106,5,-67.9
"6600",78863,0,-15.335,32.668,8.4826,0.60096,8.6356,117.98,40.697,6.7609,-0.034144,6,18.9
"6143",75382,0,76.831,11.684,4.9696,0.60071,4.501,20.04,13.828,1.523,0.044108,5,18.7
"15380",154542,0.244,71.007,6.3769,160.38,0.6006,153.86,8.87,11.816,0.5598,-0.032402,1,4.6
"6365",76726,2.7227,-40.848,16.806,1.9199,0.59945,1.5311,35.388,80.23,0.5134,0.085571,5,56.5
"7415",85630,0,32.56,18.715,29.733,0.59939,29.733,40.642,19.476,2.8609,0.13541,5,14.3
"6580",78627,1.1872,1489.1,6.7486,1.7897,0.59749,1.5235,12.481,5.0985,0.3023,-0.03682,4,2.4
"14343",144157,0,-4.9535,24.792,3.6119,0.59719,3.4015,23.4,8.4929,1.4975,-0.084308,2,37.3
"1927",34956,0,9.6943,13.445,4.4321,0.59684,3.4546,18.111,21.447,2.3591,0.010542,1,8.5
"6170",75517,2.1143,4.6841,13.588,3.1269,0.59632,2.8177,28.62,7.1633,1.4891,0.10214,2,3.7
"2982",44387,0.3392,-64.647,18.762,6.7797,0.59509,5.8856,29.06,90.239,2.8016,-0.1457,6,-67.9
"6142",75381,0,76.831,11.707,4.979,0.59464,4.5271,20.157,13.908,1.5319,0.050044,4,18.7
"6066",74663,0,2.211,34.937,9.3972,0.59367,9.4654,112.61,40.95,6.4792,0.021092,6,1.4
"6859",81108,1.6557,30.281,16.047,4.2878,0.59341,3.8774,26.781,7.5566,1.8662,-0.016962,1,16.4
"6162",75479,0.2802,7.4376,4.8261,4.5914,0.59285,3.6868,8.3263,8.1054,1.4818,0.17601,6,28.4
"2980",44385,0.3523,-64.647,18.112,6.5267,0.59263,5.666,27.976,86.872,2.697,-0.15502,4,-67.9
"6672",80033,0,106.47,5.0907,1.6389,0.59263,1.6386,49.755,6.613,1.4756,0.019462,6,57.9
"6144",75383,0,76.831,11.504,4.8964,0.5917,4.4347,19.745,13.624,1.5006,0.04962,6,18.7
"14955",150031,0,12.541,21.465,8.5289,0.59166,8.1938,29.766,34.045,8.7622,-0.044923,2,0
"7856",89629,0,-10.191,52.05,11.637,0.59042,11.756,213.83,50.096,9.808,-0.13511,2,8.2
"14344",144158,0,-4.9535,24.561,3.5744,0.58982,3.3662,23.157,8.4048,1.482,-0.0772,3,37.3
"1364",29305,0,947.08,19.338,4.0009,0.58972,3.4344,37.009,33.853,2.429,-0.085235,2,31.5
"7414",85629,0,32.56,19.426,30.854,0.58942,30.854,42.173,20.21,2.9687,0.14623,4,14.3
"1019",26884,0.717,-49.208,7.6611,4.2565,0.58941,3.677,10.68,13.669,1.4807,0.074455,5,-29.1
"6171",75518,2.0971,4.6841,13.648,3.1525,0.58932,2.8408,28.855,7.2221,1.5013,0.12075,3,3.7
"5779",70896,0,38.196,8.8158,6.6894,0.58931,5.3605,21.33,26.653,2.1546,-0.013861,1,61.9
"1018",26883,0.7572,-49.208,7.2776,4.0303,0.58912,3.4816,10.112,12.943,1.402,0.062712,4,-29.1
"6668",80029,0,106.47,5.0202,1.6096,0.58899,1.6188,49.152,6.5329,1.4577,0.057461,2,57.9
"16479",165139,0,57.713,6.9045,2.503,0.58769,2.5021,13.026,9.0717,1.7021,0.07269,2,12.9
"14956",150032,0,12.541,21.37,8.489,0.58731,8.1555,29.627,33.886,8.7212,-0.035737,3,0
"1365",29306,0,947.08,20.258,4.2135,0.58721,3.6169,38.976,35.652,2.558,-0.098237,3,31.5
"6579",78626,1.2263,1489.1,6.6319,1.7327,0.58695,1.475,12.084,4.9361,0.2927,-0.043857,3,2.4
"6596",78859,0,-15.335,31.088,8.1308,0.58683,8.2774,113.09,39.009,6.4805,0.0033705,2,18.9
"6945",81860,0,-21.277,9.6565,1.6405,0.58626,1.5686,16.937,12.7,3.9925,-0.020516,3,89.2
"6920",81745,2.442,140.38,14.698,2.1632,0.5862,1.7284,26.061,73.316,0.5447,-0.058199,2,43.8
"6495",78038,0,-75.567,10.29,1.2817,0.5859,1.203,23.632,11.159,1.6801,0.0067939,3,9.8
"17115",170827,0,-3.4522,7.8092,3.4825,0.58585,3.3967,13.892,11.193,2.2738,-0.020408,2,9.3
"21991",217373,0.2352,0.8493,12.428,1.982,0.58506,1.9748,51.609,22.229,3.0252,-0.022471,6,52.8
"1929",34958,0,9.6943,12.342,4.0764,0.58413,3.1774,16.657,19.726,2.1698,-0.014462,3,8.5
"6446",77479,0,3.1685,17.658,5.2385,0.5833,5.2833,25.253,23.266,4.2204,-0.059442,2,5.5
"21990",217372,0.2372,0.8493,12.346,1.9657,0.58322,1.9586,51.186,22.047,3.0004,0.0062803,5,52.8
"5857",71454,0,-6.5268,14.315,13.572,0.58293,12.917,30.223,13.041,2.0026,-0.037156,1,14.3
"2978",44383,0.3628,-64.647,17.628,6.338,0.58287,5.5022,27.167,84.36,2.619,-0.11651,2,-67.9
