"","X","DY","EBITG","EV2EBITDA","M2B","MOMENTUM","PB","PE","PF","PS","RETURN","days"
"21324",208871,6.1924,7.5188,10.583,1.4641,0.5713,1.3722,21.034,28.654,1.8169,0.048761,6
"21322",208869,6.0516,7.5188,10.763,1.4981,0.57123,1.4041,21.523,29.321,1.8592,0.07148,4
"5264",65959,0,-24.762,14.619,1.974,0.57029,1.9693,53.105,31.308,3.4691,0.050649,2
"4842",61787,3.2689,-25.274,5.8698,4.5316,0.56988,3.6841,8.3043,8.6988,2.2592,-0.029462,6
"3826",51819,9.9359,-14.451,5.1514,1.3334,0.56974,0.846,5.8955,7.495,0.7816,0.045088,4
"4789",61296,3.9236,-271.97,4.6401,0.91,0.56901,0.8244,47.832,0.3954,0.5027,0.048042,1
"21185",207274,6.0382,-797.44,38.072,0.7133,0.56877,0.6989,11.087,13.084,0.804,0.0078849,5
"12547",126792,3.9449,-24.395,4.4456,1.8904,0.5687,1.6325,7.7891,17.85,1.4671,0.0036461,1
"3733",51384,1.7463,8.0947,7.2379,3.5858,0.56836,3.0789,9.8306,14.971,2.0648,-0.022058,1
"4420",57399,4.6093,15.108,6.9185,13.599,0.56824,10.963,8.4665,20.125,0.6922,-0.063891,4
"4692",60845,8.2834,-123.76,7.2801,2.2357,0.56752,1.5865,8.3504,10.924,0.5645,0.039075,6
"18390",180857,1.2809,-15.638,10.172,3.6759,0.56741,3.5419,24.021,36.593,0.9706,0.035112,6
"583",22890,2.763,-35.6,7.303,1.1057,0.56739,0.9561,6.2992,11.877,0.4429,0.026279,1
"3902",52465,10.783,-8.205,4.8243,1.4665,0.56656,0.9047,6.3957,4.259,0.4808,-0.02602,2
"3693",51068,4.4193,33.22,4.9255,2.2539,0.56622,1.6836,8.4734,8.063,1.6848,0.045539,3
"5455",67782,0,0.6504,3.6995,0.9445,0.56527,0.8578,4.534,5.1663,0.7062,0.0068451,1
"4484",58303,13.103,-1.3575,5.2885,1.872,0.56524,1.2126,4.0419,6.2781,0.8579,-0.010192,2
"4079",55102,2.3256,24.718,8.7501,2.2145,0.5648,1.8193,13.063,9.8529,1.7192,-0.19558,5
"4504",58527,0,0.0245,8.7293,3.0147,0.56462,3.0197,13.658,22.782,2.0969,0.029251,4
"3901",52464,11.282,-8.205,4.7207,1.4017,0.564,0.8647,6.113,4.0707,0.4596,-0.044211,1
"4259",56338,7.6771,-61.04,4.7949,3.9195,0.56392,3.0893,5.3714,24.309,0.3716,-0.094693,5
"4446",57599,6.7504,43.49,9.3908,2.3422,0.56348,1.4662,9.5898,53.123,0.9258,-0.055947,6
"12439",126312,0.1527,-9.12,7.8475,0.4256,0.56329,0.4184,6.3459,1.9064,0.781,0.054192,1
"11660",118705,0,-37.938,7.9248,2.3788,0.56296,2.2169,12.052,11.816,2.2667,0.021704,2
"4096",55239,2.0588,-28.934,6.7514,1.9922,0.56259,1.6156,8.8314,53.683,0.3533,-0.089833,4
"4979",63220,7.2594,-25.227,9.2574,2.0998,0.56229,1.3352,9.1431,81.467,0.8207,0.01839,5
"21392",210217,3.5102,-14.251,5.3106,4.3049,0.5615,4.0885,10.839,12.259,0.6808,0.0081294,2
"4487",58306,13.598,-1.3575,5.1249,1.8038,0.56121,1.1684,3.8946,6.0493,0.8266,0.0023095,5
"3102",45695,3.2699,-69.177,5.0472,2.6591,0.56114,1.8366,7.1537,11.412,0.8404,-0.059019,6
"9775",104490,0.3961,29.632,6.5416,2.0852,0.56109,1.7667,11.43,9.1427,1.972,0.010791,1
"3740",51421,7.7422,930.28,7.3526,2.1531,0.56087,1.4363,7.2781,11.438,0.5696,0.043326,2
"12444",126317,0.1544,-9.12,7.826,0.421,0.55941,0.4138,6.2768,1.8856,0.7725,-0.0070811,6
"4978",63219,7.1737,-25.227,9.3241,2.1249,0.5589,1.3511,9.2523,82.44,0.8305,0.020821,4
"4215",56162,5.3381,-5.6617,6.3029,3.2637,0.55801,2.2595,8.9893,7.9525,1.3236,0.0020754,3
"11639",118510,5.6735,-95.37,9.0643,4.9924,0.55754,4.4484,9.7704,18.438,0.6183,-0.050378,5
"12535",126780,1.9164,363.86,12.597,0.4511,0.55711,0.4206,24.673,0.8607,0.6858,-0.024403,1
"4494",58427,0,-56.601,5.0541,0.9197,0.55683,0.84,5.2638,8.4407,0.765,-0.034128,6
"4064",54883,27.423,1.4027,5.9506,3.7275,0.55672,1.5782,5.5252,2.7658,0.5203,-0.014548,2
"2417",38416,0,14.483,9.3929,1.1702,0.55565,1.1705,10.216,47.273,2.1083,0.044764,5
"10763",111520,0,78.794,6.0858,6.0304,0.55518,5.7823,7.2133,10.17,0.2024,0.059535,5
"12537",126782,1.8815,363.86,12.64,0.4595,0.55505,0.4284,25.131,0.8767,0.6986,-0.0042668,3
"3694",51069,4.2425,33.22,5.1579,2.3479,0.55488,1.7537,8.8264,8.3989,1.755,0.060545,4
"18785",183946,6.1396,-42.122,11.779,3.2216,0.55457,2.8518,16.508,13.343,1.3926,-0.053154,5
"10676",111025,0.212,8.6957,5.2917,1.0935,0.5544,1.0198,17.629,9.9591,0.4455,0.011617,2
"4340",56695,6.928,-52.287,2.8287,1.3277,0.55437,0.7281,2.4827,12.314,0.1835,0.027605,2
"4469",57700,0,-46.321,6.5684,2.3036,0.55396,2.3084,7.7049,12.773,0.8633,-0.049296,5
"10806",111869,0,25.581,6.0329,0.8052,0.55385,0.806,16.79,7.5663,0.2994,-0.020225,6
"7816",89409,2.9094,-38.71,4.9684,1.0417,0.55379,0.9961,16.368,28.63,0.2766,-0.046306,4
"5017",63744,1.7027,-26.221,7.4144,1.2754,0.55323,1.1242,10.633,15.314,1.0568,0.041934,1
"4181",55840,4.9456,-42.848,4.9524,2.0704,0.55235,1.5767,9.7199,10.959,1.6699,-0.094181,5
"586",22893,2.9651,-35.6,7.0084,1.0303,0.55138,0.8909,5.87,11.068,0.4128,0.053496,4
"12871",129546,0,82.831,2.1404,1.0157,0.551,0.8884,4.3267,12.799,0.1797,-0.0025348,1
"4180",55839,5.0854,-42.848,4.7966,2.0135,0.55071,1.5334,9.4526,10.658,1.624,-0.10102,4
"11637",118508,5.6891,-95.37,9.0447,4.9787,0.55062,4.4362,9.7435,18.388,0.6166,-0.032028,3
"13155",132164,4.9446,192.29,19.233,6.2358,0.55029,5.107,32.535,8.6626,1.5511,0.11033,3
"4980",63221,7.2421,-25.227,9.2707,2.1048,0.55022,1.3384,9.1649,81.662,0.8227,0.024319,6
"5400",66749,5.6594,-18.899,6.0537,2.8149,0.54997,1.9881,8.3601,5.2199,1.2992,0.045877,6
"12346",125547,0,-40.461,5.9093,1.7966,0.54932,1.6731,10.262,11.932,1.7813,0.013056,4
"10740",111329,0,-15.873,13.75,15.698,0.54904,15.688,25.728,20.535,2.0865,0.00023929,6
"21369",209564,3.5648,262.79,6.2777,3.0423,0.54866,2.852,10.133,9.9926,0.471,-0.00097352,3
"4214",56161,5.5561,-5.6617,6.1169,3.1357,0.54794,2.1709,8.6366,7.6405,1.2716,-0.03011,2
"3101",45694,3.2387,-69.177,5.1002,2.6847,0.54745,1.8543,7.2227,11.522,0.8485,-0.023257,5
"12872",129547,0,82.831,2.1473,1.0183,0.54734,0.8907,4.3377,12.832,0.1802,0.015496,2
"10425",109628,0.9398,-33.303,5.3585,1.74,0.54711,1.4695,9.8771,7.9121,1.633,-0.051619,3
"11423",116728,0,-2.8031,11.753,1.7719,0.54703,1.6973,26.806,16.823,2.7219,0.0048872,5
"3489",48722,0,7.1471,14.322,4.4064,0.54699,4.4478,22.207,57.488,3.5038,0.041744,3
"2508",39401,0,4.8167,7.142,1.2981,0.54691,1.2839,20.171,22.753,1.4978,0.021222,6
"4961",62998,0,-167.88,30.349,4.827,0.54643,4.8338,27.491,104.71,7.4788,0.06399,5
"3823",51816,9.8316,-14.451,5.1878,1.3476,0.54617,0.855,5.958,7.5745,0.7899,-0.046682,1
"18784",183945,6.4623,-42.122,11.253,3.0607,0.54554,2.7094,15.683,12.677,1.3231,-0.040659,4
"11640",118511,5.5936,-95.37,9.1667,5.0637,0.54535,4.512,9.91,18.702,0.6271,-0.053457,6
"11421",116726,0,-2.8031,10.859,1.6724,0.54523,1.602,25.302,15.879,2.5692,-0.016091,3
"4428",57413,7.5402,-6.5393,7.6721,3.1321,0.54521,2.265,5.8669,8.1907,1.8049,0.0081589,6
"5398",66747,5.6464,-18.899,6.0643,2.8214,0.54516,1.9927,8.3794,5.232,1.3022,0.05076,4
"5446",67641,7.2009,-421.65,20.417,1.3819,0.54502,1.1518,304.53,9.7739,0.3217,0.010464,4
"5447",67642,7.2475,-421.65,20.357,1.373,0.54447,1.1444,302.57,9.711,0.3197,0.06516,5
"11209",115782,0.2072,-34.667,5.4522,1.0211,0.54425,0.9761,21.055,14.63,0.4305,0.0089413,1
"4427",57412,7.386,-6.5393,7.824,3.1975,0.5439,2.3123,5.9894,8.3616,1.8426,0.023032,5
"4488",58307,13.539,-1.3575,5.144,1.8117,0.54382,1.1735,3.9117,6.0759,0.8303,0.0133,6
"5323",66408,0,-1.3266,36.41,5.622,0.54346,5.6004,33.136,140.36,8.8158,-0.0044313,1
"5049",64724,2.418,-168.82,41.357,2.22,0.54339,1.8646,55.61,208.71,2.1278,-0.070975,3
"3930",52841,1.4184,-4.5714,5.8875,1.1081,0.54306,0.9469,15.022,8.8703,1.1779,0.062001,6
"18352",180711,1.5968,3.042,5.9492,0.804,0.5418,0.7738,10.904,34.599,1.7016,-0.10547,4
"4445",57598,6.7525,43.49,9.389,2.3414,0.54121,1.4658,9.5867,53.106,0.9255,-0.036895,5
"5397",66746,5.5109,-18.899,6.177,2.8908,0.54121,2.0417,8.5854,5.3606,1.3342,0.038042,3
"21890",216337,6.0748,-36.471,6.9929,0.9834,0.54107,0.9317,8.2112,8.6904,0.2517,-0.0012096,2
"21793",214668,4.1386,-20.02,6.6846,0.9632,0.54086,0.9258,11.705,22.071,1.115,-0.035415,1
"5399",66748,5.7156,-18.899,6.0088,2.7872,0.53971,1.9686,8.2779,5.1687,1.2864,0.04044,5
"4435",57582,4.694,-36.211,9.3373,0.8297,0.53914,0.4519,12.18,1.7299,0.6429,0.037115,1
"7818",89411,2.8318,-38.71,5.0804,1.0702,0.53883,1.0234,16.816,29.414,0.2842,-0.13189,6
"4908",62369,4.5426,-0.2921,6.4875,0.7429,0.53878,0.5518,13.664,1.8976,0.6995,-0.010902,6
"4485",58304,13.37,-1.3575,5.1989,1.8346,0.53867,1.1884,3.9612,6.1527,0.8408,0.016476,3
"4708",60885,8.187,16.227,5.8495,4.7845,0.5385,3.4537,8.7247,5.3329,1.2323,0.03623,4
"14358",143561,2.0575,-27.031,4.3495,2.9099,0.5385,2.681,9.141,7.9859,2.1444,-0.072429,6
"3097",45690,3.3478,-69.177,4.9195,2.5972,0.53802,1.7939,6.9873,11.146,0.8208,-0.00058551,1
"68",18259,2.1134,-66.232,6.62,1.323,0.53774,1.1373,5.9595,187.71,0.493,0.0014776,2
"11145",115178,4.7458,-68.452,5.352,1.4368,0.53773,0.5648,2.403,2.8562,0.1801,-0.0088548,3
"4123",55380,2.4229,20.955,6.517,2.1785,0.53713,0.8191,3.5268,2.8256,0.2768,0.088274,1
"21889",216336,6.1189,-36.471,6.9588,0.9763,0.537,0.925,8.1521,8.6279,0.2499,-0.0071886,1
"5069",64888,2.129,-72.751,5.5354,1.6161,0.53674,1.491,13.091,11.993,0.343,-0.11374,5
"18354",180713,1.5711,3.042,6.0024,0.8172,0.53648,0.7864,11.082,35.165,1.7295,-0.052891,6
"5020",63747,1.8526,-26.221,6.9499,1.1722,0.53623,1.0333,9.7728,14.075,0.9712,0.17171,4
"11359",116514,1.2366,-10.48,7.223,2.2532,0.53618,2.1611,10.705,53.496,1.3064,0.034015,1
"12442",126315,0.1573,-9.12,7.7904,0.4133,0.53561,0.4063,6.1625,1.8513,0.7584,0.02068,4
"5456",67783,0,0.6504,3.6871,0.9381,0.53537,0.852,4.5032,5.1311,0.7014,-0.023957,2
"7817",89410,2.872,-38.71,5.0215,1.0552,0.53509,1.0091,16.58,29.002,0.2802,-0.059674,5
"3216",46619,2.041,-47.023,9.2034,3.7021,0.5347,3.1936,10.307,3.8691,1.1885,0.080686,6
"4688",60841,8.3886,-123.76,7.1977,2.2077,0.53455,1.5666,8.2457,10.787,0.5574,0.039905,2
"3743",51424,7.5746,930.28,7.4893,2.2008,0.53445,1.4681,7.4392,11.691,0.5822,0.033623,5
"4633",60360,2.0983,53.961,5.8317,1.7522,0.53339,1.4943,9.8253,20.409,0.334,0.0099764,1
"5032",64071,0.8854,-103.38,4.7654,1.0727,0.53328,1.0141,5.8936,301.64,1.5062,0.027099,4
"3739",51420,7.7476,930.28,7.3483,2.1516,0.53225,1.4354,7.2731,11.43,0.5692,-0.00069163,1
"22596",223049,2.4295,-6.1702,18.259,1.4081,0.53212,1.3905,28.679,23.468,3.4482,-0.057889,6
"4962",62999,0,-167.88,30.703,4.876,0.5321,4.8828,27.77,105.78,7.5547,0.11169,6
"4706",60883,7.9114,16.227,6.0291,4.9511,0.53207,3.574,9.0286,5.5186,1.2753,0.028648,2
"10613",110638,0,-19.83,8.648,1.5495,0.53206,1.463,18.913,11.616,2.2607,0.036581,5
"4095",55238,2.2178,-28.934,6.4694,1.8494,0.53165,1.4997,8.1983,49.835,0.328,-0.078662,3
"4257",56336,7.6771,-61.04,4.7949,3.9195,0.53084,3.0893,5.3714,24.309,0.3716,-0.069413,3
"4725",61028,7.9724,-26.927,6.7331,2.7851,0.53062,2.0551,5.8229,11.38,1.7288,-0.039239,3
"18350",180709,1.6073,3.042,5.9279,0.7988,0.53049,0.7687,10.832,34.372,1.6905,-0.090315,2
"3487",48720,0,7.1471,15.151,4.6435,0.53041,4.6871,23.402,60.582,3.6923,0.013659,1
"5325",66410,0,-1.3266,36.349,5.6136,0.5304,5.5921,33.087,140.16,8.8027,0.0074738,3
"23012",227911,5.5671,-863.89,29.412,1.2387,0.53024,1.207,9.1509,9.6714,0.2821,0.010126,2
"21039",206240,4.0452,47.807,7.8068,2.376,0.52998,2.2731,12.875,14.044,3.0316,0.031243,3
"10424",109627,1.0072,-33.303,4.8172,1.6235,0.52956,1.3711,9.216,7.3825,1.5236,-0.059239,2
"2786",42205,8.9963,-37.931,9.4221,1.662,0.52939,1.3068,14.19,15.742,1.2784,-0.039603,2
"22332",219959,3.9342,-92.472,9.4229,1.0058,0.52925,0.9781,18.104,22.285,1.2867,-0.058346,6
"4462",57693,0,-28.566,6.6553,2.5357,0.5292,2.1474,10.054,7.1028,2.0125,-0.074648,4
"20838",204947,3.5876,12.195,5.0356,4.1516,0.52911,3.9278,9.7358,10.34,0.656,-0.069621,6
"4380",57113,0,-6.0191,7.8473,1.5182,0.52895,1.439,15.324,12.119,2.4145,0.18859,6
"2475",38918,0,4.9333,18.238,5.8657,0.52849,5.8183,28.383,73.638,4.6034,-0.085121,3
"10484",109969,0,-25.922,5.6373,0.8111,0.52822,0.7873,21.226,7.2855,0.7787,0.016355,2
"4705",60882,7.7988,16.227,6.1061,5.0226,0.52798,3.6256,9.1589,5.5983,1.2937,0.014428,1
"5655",70292,0.4886,6.2549,14.804,2.4877,0.5278,2.1202,34.616,802.63,2.4494,-0.053106,3
"12041",122182,2.1282,61.883,6.6069,0.9644,0.52775,0.8516,7.3756,17.341,2.3548,-0.025554,5
"5053",64764,0.9905,3.955,8.0647,2.0034,0.52771,1.8335,26.109,63.833,0.3562,0.017987,1
"21798",214673,3.9879,-20.02,6.8799,0.9996,0.52756,0.9608,12.148,22.906,1.1571,-0.027229,6
"3982",53301,4.0237,-16.796,8.4931,9.8145,0.52718,7.852,8.7881,18.696,0.7634,0.019108,4
"3926",52837,1.5996,-4.5714,5.5035,0.9854,0.5268,0.8396,13.32,7.8654,1.0445,0.29764,2
"21757",214164,0,-75.088,10.633,2.04,0.52599,2.0427,15.243,14.39,2.1474,0.023975,1
"5326",66411,0,-1.3266,36.105,5.5803,0.52594,5.5589,32.89,139.32,8.7504,0.0029762,4
"21372",209567,3.7356,262.79,6.0871,2.9033,0.52593,2.7216,9.6703,9.5359,0.4494,0.083377,6
"10762",111519,0,78.794,6.0277,5.8851,0.52589,5.6429,7.0394,9.9247,0.1975,0.02182,4
"18786",183947,6.0597,-42.122,11.918,3.2641,0.52543,2.8894,16.725,13.519,1.411,-0.040659,6
"4128",55385,2.7554,20.955,5.7953,1.9157,0.5254,0.7202,3.1013,2.4846,0.2434,0.092396,6
"19196",188395,6.9131,-122.98,11.376,3.1161,0.52503,2.7902,15.313,14.324,1.2407,0.043606,2
"4438",57585,4.6371,-36.211,9.4052,0.8399,0.5242,0.4574,12.33,1.7511,0.6508,-0.023952,4
"10182",106757,0,-131.29,5.5867,8.8948,0.52417,8.5253,5.8333,5.8365,0.1967,-0.0049751,6
"11210",115783,0.209,-34.667,5.408,1.0121,0.52413,0.9674,20.868,14.5,0.4267,0.020351,2
"11636",118507,5.7782,-95.37,8.9344,4.9019,0.52357,4.3678,9.5932,18.104,0.607,-0.034159,2
"67",18258,2.1445,-66.232,6.5597,1.3038,0.52355,1.1208,5.8729,184.98,0.4859,-0.014527,1
"3491",48724,0,7.1471,14.229,4.3801,0.52354,4.4212,22.075,57.145,3.4828,-0.013296,5
"5054",64765,1.0083,3.955,7.9513,1.968,0.52342,1.8011,25.647,62.705,0.3499,-0.004506,2
"13154",132163,4.7306,192.29,20.119,6.5178,0.52331,5.338,34.007,9.0544,1.6212,0.078666,2
"4492",58425,0,-56.601,5.0898,0.935,0.52271,0.854,5.3512,8.5809,0.7777,-0.048991,4
"21797",214672,3.9893,-20.02,6.878,0.9992,0.52257,0.9604,12.143,22.898,1.1567,-0.036426,5
"3211",46614,1.8969,-47.023,9.5215,3.9835,0.52234,3.4363,11.09,4.1631,1.2789,0.0095723,1
"10467",109850,3.5162,-20.15,5.3686,1.3516,0.52233,1.0791,8.2609,7.12,0.3065,0.085494,3
"10570",110493,0.0732,16.771,8.7052,0.4588,0.52222,0.4514,6.6647,2.0785,0.7619,0.072104,4
"4179",55838,5.2181,-42.848,4.6564,1.9622,0.52213,1.4944,9.2122,10.386,1.5826,-0.075612,3
"3576",50303,3.2858,763.33,5.6505,0.8332,0.52207,0.6831,7.0978,4.4858,0.2631,0.13304,6
"12345",125546,0,-40.461,5.9013,1.7951,0.52203,1.6717,10.254,11.922,1.7799,-0.0040028,3
"11422",116727,0,-2.8031,11.16,1.7058,0.52197,1.634,25.807,16.196,2.6205,-0.052762,4
"10764",111521,0,78.794,6,5.8158,0.52195,5.5765,6.9566,9.808,0.1952,0.038517,6
"4707",60884,8.0223,16.227,5.9554,4.8827,0.52188,3.5246,8.9038,5.4423,1.2576,0.049768,3
"585",22892,2.9364,-35.6,7.0478,1.0404,0.52166,0.8996,5.9274,11.176,0.4168,0.073124,3
"21335",208966,2.2444,1.4637,4.604,1.2724,0.5212,1.219,9.0185,6.6573,1.39,0.045508,5
"4436",57583,4.8682,-36.211,9.1395,0.8,0.52108,0.4357,11.744,1.668,0.6199,0.048233,2
"21394",210219,3.6466,-14.251,5.1182,4.1438,0.52041,3.9355,10.434,11.8,0.6553,0.042017,4
"22595",223048,2.4377,-6.1702,18.226,1.4034,0.52027,1.3859,28.582,23.389,3.4366,-0.030738,5
"11161",115386,2.608,-37.979,3.7785,1.781,0.5201,1.45,6.5961,3.6214,0.1755,-0.0014217,1
"9776",104491,0.4004,29.632,6.4459,2.0629,0.52009,1.7478,11.307,9.0451,1.951,0.013096,2
"12536",126781,1.8696,363.86,12.655,0.4624,0.52005,0.4311,25.29,0.8822,0.703,-0.018243,2
"21336",208967,2.2047,1.4637,4.7059,1.2954,0.51983,1.241,9.181,6.7772,1.4151,0.026053,6
"21352",209187,2.6072,-16.312,9.2009,2.4893,0.51944,2.4207,13.395,17.073,1.9183,0.071915,4
"2418",38417,0,14.483,9.3872,1.1692,0.51852,1.1695,10.207,47.233,2.1065,0.034281,6
"4493",58426,0,-56.601,5.055,0.9201,0.51849,0.8404,5.2659,8.4441,0.7653,-0.048605,5
"5503",68460,29.323,-2.0744,5.9236,5.1126,0.51846,2.4318,6.9281,2.3221,0.487,0.024298,1
"20837",204946,3.6025,12.195,5.0161,4.1345,0.51846,3.9116,9.6956,10.298,0.6533,-0.046563,5
"10804",111867,0,25.581,5.8828,0.7583,0.51835,0.759,15.81,7.1251,0.2819,0.0092593,4
"12042",122183,2.1034,61.883,6.7016,0.9758,0.51833,0.8616,7.4628,17.546,2.3826,-0.016214,6
"3524",49261,1.0687,2.7816,7.0078,1.2886,0.51821,1.0234,8.841,12.787,0.9984,-0.0035372,2
"7850",89551,0,-25.47,6.9871,1.0849,0.5179,1.0496,15.046,14.169,0.9823,0.012203,2
"17586",173537,1.2966,5.1948,9.9388,3.5523,0.51784,3.3747,23.038,36.006,0.9442,0.024751,6
"3203",46558,6.49,-110.09,8.1759,2.6803,0.51781,1.7886,8.491,11.838,0.7058,0.049977,5
"11362",116517,1.3433,-10.48,6.7969,2.0742,0.51736,1.9894,9.8548,49.246,1.2026,0.063444,4
"18351",180710,1.5723,3.042,5.9997,0.8166,0.5172,0.7858,11.073,35.137,1.7281,-0.076161,3
"5048",64723,2.4099,-168.82,41.515,2.2275,0.51711,1.8709,55.798,209.42,2.135,-0.005904,2
"20836",204945,3.7867,12.195,4.7872,3.9334,0.51705,3.7213,9.224,9.7968,0.6216,-0.042608,4
"7849",89550,0,-25.47,7.097,1.1072,0.51672,1.0712,15.355,14.46,1.0025,0.02052,1
"3889",52410,5.6752,-1.1888,6.4,2.8297,0.51663,1.9412,8.1779,11.102,1.1901,-0.0085474,1
"19197",188396,6.9842,-122.98,11.277,3.0844,0.51648,2.7618,15.157,14.179,1.2281,0.04705,3
"3528",49265,1.0827,2.7816,6.9323,1.2711,0.51644,1.0102,8.727,12.622,0.9855,-0.034289,6
"11431",116808,0,-17.041,2.9127,3.2945,0.5154,2.6491,5.2458,5.3039,0.2915,-0.010823,1
"19198",188397,7.0073,-122.98,11.246,3.0743,0.51504,2.7527,15.107,14.132,1.224,0.045325,4
"21470",211309,2.3457,20.778,8.4989,0.7411,0.51453,0.7239,11.269,2.4852,1.3596,-0.0046372,2
"9777",104492,0.4013,29.632,6.4257,2.0582,0.51444,1.7439,11.282,9.0245,1.9466,0.017732,3
"18353",180712,1.5461,3.042,6.0556,0.8304,0.51419,0.7991,11.261,35.732,1.7574,-0.091055,5
"3619",50592,4.1644,38.692,3.992,2.0124,0.51353,1.4072,5.8928,10.311,0.6539,-0.027597,1
"21794",214669,3.9921,-20.02,6.8743,0.9985,0.51307,0.9598,12.135,22.881,1.1559,-0.017151,2
"10483",109968,0,-25.922,5.6123,0.8068,0.51281,0.7831,21.112,7.2467,0.7745,-0.0053354,1
"11929",121440,4.77,33.693,4.2803,2.2506,0.51274,1.9266,7.4448,13.344,1.5702,0.014036,1
"727",23754,0.6234,-128.22,10.566,1.1009,0.5126,1.0155,9.4884,30.619,0.4943,-0.0050087,1
"21934",216471,2.3212,-31.663,4.7793,1.2585,0.51249,1.2284,9.3744,8.3028,1.4212,0.018907,4
"4637",60364,2.1744,53.961,5.6341,1.6909,0.51173,1.442,9.4815,19.695,0.3223,0.017169,5
"4635",60362,2.1219,53.961,5.7689,1.7327,0.51171,1.4777,9.7161,20.182,0.3303,-0.00041222,3
"11638",118509,5.7017,-95.37,9.0289,4.9677,0.5116,4.4264,9.7221,18.347,0.6152,-0.03681,4
"11144",115177,4.8571,-68.452,5.2653,1.4039,0.51141,0.5519,2.348,2.7908,0.1759,0.0021447,2
"21037",206238,4.0077,47.807,7.9074,2.3983,0.51038,2.2944,12.996,14.175,3.06,0.019755,1
"11190",115565,0.5412,9.2379,5.9364,2.0731,0.50991,1.739,8.7164,21.645,1.8438,0.018792,6
"10679",111028,0.2171,8.6957,5.1748,1.0675,0.50964,0.9955,17.21,9.722,0.4348,0.045625,5
"2474",38917,0,4.9333,17.531,5.6561,0.5094,5.6103,27.368,71.006,4.4389,-0.079568,2
"4376",57109,0,-6.0191,8.3494,1.5915,0.50913,1.5086,16.064,12.705,2.5312,0.03674,2
"69",18260,2.1477,-66.232,6.5536,1.3018,0.50902,1.1192,5.8642,184.71,0.4851,0.0059324,3
"5328",66413,0,-1.3266,35.66,5.5195,0.50897,5.4983,32.532,137.81,8.6551,0.025206,6
"21370",209565,3.5674,262.79,6.2747,3.0401,0.5088,2.8499,10.126,9.9853,0.4706,0.014578,4
"11148",115181,4.806,-68.452,5.3046,1.4188,0.50866,0.5577,2.3729,2.8204,0.1778,0.045961,6
"3620",50593,4.0494,38.692,4.119,2.0695,0.50859,1.4471,6.0601,10.604,0.6725,-0.011505,2
"3490",48723,0,7.1471,14.5,4.4575,0.5085,4.4993,22.465,58.154,3.5444,0.06015,4
"12443",126316,0.1559,-9.12,7.8074,0.417,0.5084,0.4099,6.2173,1.8678,0.7651,0.011,5
"21393",210218,3.5361,-14.251,5.2729,4.2733,0.50831,4.0585,10.76,12.169,0.6758,0.039636,3
"4689",60842,8.4354,-123.76,7.1617,2.1954,0.50776,1.5579,8.1999,10.727,0.5543,-0.0098735,3
"4710",60887,8.0641,16.227,5.9281,4.8574,0.50765,3.5063,8.8576,5.4141,1.2511,0.043599,6
"4410",57311,1.0092,-103.38,3.6422,0.9252,0.50761,0.8729,4.0778,10.239,1.2076,0.01801,6
"4634",60361,2.1193,53.961,5.7759,1.7349,0.50738,1.4796,9.7282,20.207,0.3307,0.01124,2
"4690",60843,8.0316,-123.76,7.486,2.3058,0.50729,1.6362,8.6121,11.267,0.5822,-0.023963,4
"3824",51817,9.3727,-14.451,5.3577,1.4136,0.50724,0.8969,6.2497,7.9455,0.8286,0.0174,2
"3863",52108,9.7784,8.3779,6.6423,2.6409,0.50698,1.9348,8.7965,8.2579,1.2435,0.011537,5
"17581",173532,1.268,5.1948,10.175,3.6324,0.50686,3.4507,23.556,36.817,0.9655,0.031482,1
"11424",116729,0,-2.8031,10.839,1.6702,0.50669,1.5999,25.268,15.858,2.5658,0.064971,6
"21333",208964,2.2707,1.4637,4.5384,1.2577,0.50612,1.2049,8.914,6.5802,1.3739,0.0535,3
"5057",64768,0.9741,3.955,8.1723,2.0369,0.50611,1.8642,26.547,64.903,0.3622,-0.0080855,5
"4343",56698,6.8929,-52.287,2.8391,1.3345,0.506,0.7318,2.4954,12.377,0.1845,0.083606,5
"2787",42206,8.8391,-37.931,9.5241,1.6916,0.50574,1.33,14.443,16.022,1.3011,-0.041281,3
"4723",61026,8.1716,-26.927,6.5581,2.7172,0.50572,2.005,5.681,11.103,1.6866,-0.019824,1
"21371",209566,3.623,262.79,6.2108,2.9935,0.50485,2.8062,9.9708,9.8323,0.4634,0.046115,5
"17582",173533,1.3079,5.1948,9.8475,3.5215,0.50466,3.3454,22.837,35.693,0.936,0.021611,2
"5327",66412,0,-1.3266,36.288,5.6053,0.50393,5.5838,33.038,139.95,8.7896,0.018566,5
"11189",115564,0.5425,9.2379,5.9215,2.0684,0.5039,1.735,8.6965,21.596,1.8396,0.0026693,5
"5448",67643,7.6398,-421.65,19.879,1.3025,0.50387,1.0856,287.04,9.2123,0.3033,0.10523,6
"5056",64767,0.9754,3.955,8.1636,2.0342,0.50369,1.8617,26.511,64.816,0.3617,-0.016482,4
"3859",52104,9.6278,8.3779,6.7499,2.6822,0.50354,1.9651,8.9341,8.3871,1.2629,-0.050381,1
"21795",214670,4.0677,-20.02,6.7748,0.98,0.50341,0.9419,11.909,22.456,1.1344,-0.037103,3
"5050",64725,2.2597,-168.82,44.642,2.3755,0.50267,1.9952,59.505,223.33,2.2768,-0.04923,4
"2416",38415,0,14.483,9.456,1.181,0.50251,1.1814,10.31,47.712,2.1279,0.043882,4
